"","Pixel_Number","Log_Frequency","Log_Brightness_Temperature","Fit","Concave/Convex"
"1857","1857","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5712643   2.48493307  4.39490322 -3.06129807  1.33635309  3.67392582]","[-2.42048769  7.73747268]","Convex"
"1858","1858","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.56759788  2.46965706  4.30936308 -3.12182272  1.28227681  3.59269162]","[-2.40949207  7.65938749]","Convex"
"1859","1859","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57498913  2.51295866  4.38540919 -3.06978539  1.34595467  3.66981915]","[-2.4217884   7.74399939]","Convex"
"1860","1860","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58390684  2.53388813  4.49121081 -3.02946232  1.42920098  3.77096059]","[-2.44535458  7.86413895]","Convex"
"1861","1861","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.60926024  2.61134092  4.63045985 -2.97945935  1.56360459  3.91267424]","[-2.48003375  8.04724594]","Convex"
"1862","1862","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59338543  2.56711313  4.49335807 -2.99261079  1.45584561  3.77674857]","[-2.4364385   7.86043079]","Convex"
"1863","1863","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63273824  2.67914394  4.65630799 -2.86630707  1.61621653  3.94066273]","[-2.45675619  8.03971577]","Convex"
"1864","1864","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.5739087   2.50625662  4.35896899 -3.10258065  1.32230136  3.64388344]","[-2.42242932  7.72619883]","Convex"
"1865","1865","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58911012  2.5501182   4.44100391 -3.00784957  1.40551221  3.7279734 ]","[-2.42322301  7.79541059]","Convex"
"1866","1866","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59020109  2.55054887  4.43533409 -3.02998139  1.40764316  3.71969506]","[-2.42739092  7.8006317 ]","Convex"
"1867","1867","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62633482  2.61287994  4.53079649 -2.80560337  1.53261901  3.82471117]","[-2.39376328  7.8229509 ]","Convex"
"1868","1868","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62541384  2.62737479  4.54950629 -2.80233134  1.55051854  3.84026081]","[-2.39962299  7.84939047]","Convex"
"1869","1869","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6984205   2.79096345  4.7173102  -2.4962942   1.74240164  4.01776711]","[-2.36859948  7.95027008]","Convex"
"1870","1870","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.71202588  2.73381169  4.61173381 -2.36217195  1.7451071   3.94346585]","[-2.29145717  7.7391707 ]","Convex"
"1871","1871","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.80122964  2.89899352  4.8043725  -2.08866009  1.91546388  4.16521561]","[-2.28038392  7.896381  ]","Convex"
"1872","1872","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.65383594  2.76066809  4.7850336  -2.84173194  1.71929315  4.07150697]","[-2.4963346   8.22225757]","Convex"
"1873","1873","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.73294637  2.97370344  4.92470413 -2.50393902  1.89313536  4.22349346]","[-2.44903386  8.28424203]","Convex"
"1874","1874","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.70301779  2.86075155  4.84218532 -2.59713634  1.80488558  4.13438013]","[-2.44419623  8.18924901]","Convex"
"1875","1875","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.80530748  3.03513478  4.9773052  -2.19305479  1.98573105  4.29802214]","[-2.37309531  8.20137794]","Convex"
"1876","1876","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.84815092  3.16571215  5.05251737 -2.10013838  2.08505933  4.38055027]","[-2.37527283  8.29416361]","Concave"
"1877","1877","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.91879777  3.23351177  5.24698594 -1.93093443  2.18681513  4.59087629]","[-2.39064905  8.46906388]","Convex"
"1878","1878","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.87576913  3.15906892  5.08878152 -1.98146691  2.08969575  4.43873192]","[-2.35237198  8.27556829]","Convex"
"1879","1879","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.85917009  3.17353223  5.03167515 -2.08916764  2.0759887   4.36416695]","[-2.36487969  8.26491964]","Concave"
"1880","1880","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.77798562  2.96880271  4.89745858 -2.26481582  1.9040686   4.20863759]","[-2.36487995  8.11104892]","Convex"
"1881","1881","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.82015213  3.05995872  5.01323992 -2.1394076   1.9805846   4.33258976]","[-2.36941957  8.21845228]","Convex"
"1882","1882","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.81058515  3.01059781  4.93886249 -2.14255188  1.93940965  4.2680974 ]","[-2.3442988   8.11405655]","Convex"
"1883","1883","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.76350728  3.01374951  4.8545184  -2.33805652  1.87375201  4.15939067]","[-2.37547954  8.11052554]","Convex"
"1884","1884","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.80136211  3.06510295  4.89119524 -2.1824064   1.95407546  4.2155676 ]","[-2.34308064  8.09760038]","Concave"
"1885","1885","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.73625061  3.01222097  4.85643251 -2.46480077  1.85808616  4.15946205]","[-2.41661249  8.18718825]","Convex"
"1886","1886","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.70293695  2.94450972  4.79878439 -2.57966492  1.77843475  4.09263044]","[-2.4295663   8.15020934]","Convex"
"1887","1887","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.66512309  2.86086511  4.7523025  -2.78120195  1.70958655  4.04175417]","[-2.47242546  8.17794087]","Convex"
"1888","1888","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62675052  2.60961336  4.56934607 -2.87420317  1.53458844  3.85234416]","[-2.42582828  7.90414765]","Convex"
"1889","1889","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.70934514  2.70444134  4.59761941 -2.40675929  1.72055024  3.91766038]","[-2.29687784  7.72947096]","Convex"
"1890","1890","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.67392868  2.68805659  4.68267163 -2.7166134   1.63793197  3.95977822]","[-2.4162379   7.98091697]","Convex"
"1891","1891","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.774168    2.78567598  4.80433154 -2.23215577  1.8304025   4.12743386]","[-2.31432433  7.91511555]","Convex"
"1892","1892","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.84454915  2.82455219  4.77288522 -1.95517895  1.95895482  4.20764102]","[-2.23105946  7.7967646 ]","Convex"
"1893","1893","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.8667295   2.91502128  4.93422651 -1.91432833  2.00947673  4.35733477]","[-2.27603669  7.99727239]","Convex"
"1894","1894","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.85321096  2.84556031  4.87851116 -1.96161946  1.96090833  4.28243622]","[-2.2655479   7.91895679]","Convex"
"1895","1895","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.79017345  2.8346674   4.68407826 -2.13621287  1.88159426  4.05226811]","[-2.25137968  7.75742985]","Convex"
"1896","1896","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.7012375   2.75192318  4.73104015 -2.58938202  1.67901032  4.00802973]","[-2.39572888  7.98798214]","Convex"
"1897","1897","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.72458684  2.80738712  4.79790851 -2.48132906  1.74602705  4.08109937]","[-2.38794317  8.03377007]","Convex"
"1898","1898","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.70964935  2.76785061  4.72595432 -2.42105161  1.70065454  4.02300865]","[-2.34644238  7.89969893]","Convex"
"1899","1899","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.66425986  2.76195461  4.66181095 -2.70196158  1.6275296   3.94054952]","[-2.41046841  7.97093978]","Convex"
"1900","1900","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.71956522  2.79194114  4.6545233  -2.42435886  1.74048414  3.96015196]","[-2.32397061  7.8317829 ]","Convex"
"1901","1901","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.66945731  2.72238098  4.64471691 -2.65578179  1.65032257  3.94111477]","[-2.39012134  7.92207826]","Convex"
"1902","1902","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63211117  2.70431571  4.60811834 -2.87824953  1.5607454   3.88992641]","[-2.44538358  7.98708996]","Convex"
"1903","1903","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61592168  2.63467041  4.57565893 -2.97166052  1.51047655  3.85925294]","[-2.46016858  7.97600826]","Convex"
"1904","1904","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.76070781  2.93236605  4.7677063  -2.27761769  1.85940878  4.09588343]","[-2.32605942  7.95313274]","Convex"
"1905","1905","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.68256336  2.88374649  4.7585481  -2.67734829  1.72240782  4.05043125]","[-2.4433958   8.13258585]","Convex"
"1906","1906","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.68065458  2.77609719  4.69353221 -2.61156433  1.7027114   3.99630832]","[-2.39645725  7.98248579]","Convex"
"1907","1907","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63353877  2.72479362  4.64309209 -2.90009701  1.59118108  3.93152223]","[-2.46587657  8.05717868]","Convex"
"1908","1908","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.64928456  2.80505455  4.70516114 -2.8525618   1.65522614  3.99299753]","[-2.47585925  8.13781709]","Convex"
"1909","1909","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63521976  2.73534761  4.7184845  -2.94636368  1.62617414  4.00560652]","[-2.50587342  8.18421968]","Convex"
"1910","1910","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62052666  2.67927112  4.66057175 -2.98902665  1.55725081  3.94907698]","[-2.49742953  8.11322645]","Convex"
"1911","1911","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61398716  2.637021    4.61081442 -3.03616808  1.53715709  3.89915921]","[-2.49247919  8.06465606]","Convex"
"1912","1912","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62867606  2.65531844  4.61906672 -2.89983312  1.5575429   3.90587915]","[-2.45374635  8.00002378]","Convex"
"1913","1913","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.60551579  2.61937936  4.52806285 -3.02133923  1.4782118   3.81505381]","[-2.45942784  7.94088056]","Convex"
"1914","1914","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.60444364  2.58905439  4.51022524 -3.01531588  1.46218003  3.79532473]","[-2.44954215  7.90251594]","Convex"
"1915","1915","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59190711  2.5500351   4.4799955  -3.0741466   1.40806138  3.76769011]","[-2.45642941  7.88301272]","Convex"
"1916","1916","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59754901  2.58819355  4.51204286 -3.0822524   1.4466038   3.80008374]","[-2.47144891  7.94441644]","Convex"
"1917","1917","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59529555  2.55916475  4.50109493 -3.10461982  1.43724582  3.78905221]","[-2.47285891  7.93384656]","Convex"
"1918","1918","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58480384  2.51349526  4.43084694 -3.12239024  1.37575094  3.71857726]","[-2.45258197  7.83612761]","Convex"
"1919","1919","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58377666  2.49024384  4.41933542 -3.13980434  1.36411338  3.70585314]","[-2.45240264  7.8227428 ]","Convex"
"1920","1920","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.571763    2.39786694  4.34894496 -3.08424836  1.31435496  3.64070731]","[-2.40807618  7.67071533]","Convex"
"1921","1921","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58815282  2.4430682   4.39828627 -2.89129748  1.37364991  3.70481889]","[-2.37017874  7.64531457]","Convex"
"1922","1922","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.57476462  2.44093978  4.37320022 -3.08036609  1.32875682  3.66201194]","[-2.41711924  7.71208947]","Convex"
"1923","1923","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59303541  2.47372682  4.38221534 -2.90568657  1.38489788  3.68156286]","[-2.36912953  7.64148523]","Convex"
"1924","1924","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.60372714  2.48049152  4.39934858 -2.76119564  1.42522153  3.71924383]","[-2.33379575  7.59425281]","Convex"
"1925","1925","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.61658175  2.52154139  4.46580468 -2.76171852  1.45834857  3.77494364]","[-2.3563738   7.68659072]","Convex"
"1926","1926","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62134306  2.5060129   4.5109144  -2.72779082  1.48014567  3.82505719]","[-2.36097906  7.72169486]","Convex"
"1927","1927","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.64180042  2.54983606  4.55965207 -2.68920086  1.522938    3.86370229]","[-2.36509827  7.77103728]","Convex"
"1928","1928","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.58118044  2.47442836  4.43629331 -3.07744546  1.370147    3.72381999]","[-2.43899117  7.80270251]","Convex"
"1929","1929","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59495073  2.49384363  4.44444423 -2.97224707  1.40795149  3.73439083]","[-2.41011817  7.76157869]","Convex"
"1930","1930","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.59446531  2.49996032  4.4794206  -3.00697724  1.41802561  3.76512251]","[-2.43237184  7.82609276]","Convex"
"1931","1931","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6079992   2.51142979  4.48834473 -2.92605388  1.44645469  3.77261251]","[-2.41009556  7.79442991]","Convex"
"1932","1932","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62512851  2.51787441  4.52134485 -2.80501467  1.48763857  3.81394274]","[-2.38482121  7.77335004]","Convex"
"1933","1933","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.65539292  2.55483392  4.59954878 -2.68675329  1.53571815  3.88598379]","[-2.37444788  7.81087258]","Convex"
"1934","1934","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6260153   2.52835174  4.54213325 -2.86093576  1.4831268   3.81935873]","[-2.40712228  7.82639368]","Convex"
"1935","1935","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.64335327  2.54966213  4.53310301 -2.77840432  1.49286228  3.80573008]","[-2.37807269  7.77037735]","Convex"
"1936","1936","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.65370752  2.58897671  4.49691067 -2.72340011  1.54794998  3.79343332]","[-2.35339441  7.72600783]","Convex"
"1937","1937","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.77231402  2.71515229  4.83806277 -2.40926441  1.83015715  4.14905712]","[-2.37313643  8.03265494]","Convex"
"1938","1938","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.66937518  2.63181433  4.56370578 -2.67076498  1.56316928  3.84662401]","[-2.35975867  7.78329044]","Convex"
"1939","1939","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.73803948  2.77479612  4.75117679 -2.47853057  1.73669947  4.03852906]","[-2.36822226  7.96433201]","Convex"
"1940","1940","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.84285036  2.83207802  5.14176988 -2.18723364  1.98723627  4.4697274 ]","[-2.41330415  8.33355009]","Convex"
"1941","1941","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.77499923  2.83710665  4.78498892 -2.1848189   1.85211748  4.13025541]","[-2.29957664  7.89498323]","Convex"
"1942","1942","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.77924294  2.87458164  4.88610215 -2.31162705  1.86031051  4.19322693]","[-2.3688575   8.08613928]","Convex"
"1943","1943","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.71997172  2.83914717  4.72088022 -2.40511143  1.76046186  4.0273104 ]","[-2.34405779  7.91971867]","Convex"
"1944","1944","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.67014039  2.61653892  4.56523925 -2.66100401  1.54404625  3.8428359 ]","[-2.35575501  7.76872903]","Convex"
"1945","1945","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.68343621  2.71302262  4.64276446 -2.63861115  1.59706517  3.91915772]","[-2.37990632  7.88680678]","Convex"
"1946","1946","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6471348   2.57542375  4.50808996 -2.78393992  1.49189635  3.78188971]","[-2.37243286  7.75169721]","Convex"
"1947","1947","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.64196461  2.59462123  4.57366046 -2.8346221   1.52178805  3.85256876]","[-2.41255621  7.87556877]","Convex"
"1948","1948","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.67723669  2.77068092  4.63443637 -2.63624189  1.63157511  3.91762264]","[-2.38113362  7.90301481]","Convex"
"1949","1949","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.65462417  2.71812959  4.64815881 -2.73353491  1.61108879  3.93454231]","[-2.41473475  7.96162736]","Convex"
"1950","1950","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63002938  2.5989325   4.6031915  -2.9059811   1.53699341  3.88493892]","[-2.44591439  7.96029939]","Convex"
"1951","1951","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62384236  2.55947568  4.62093044 -2.94582279  1.53669252  3.90384521]","[-2.46237086  7.99406334]","Convex"
"1952","1952","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.6120078   2.53531356  4.48564196 -2.89102253  1.45725649  3.76736836]","[-2.39925241  7.77774948]","Convex"
"1953","1953","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.63265716  2.54992349  4.56852837 -2.79413263  1.49973063  3.84719272]","[-2.3970026   7.82823617]","Convex"
"1954","1954","[3.15228834 2.17609126 1.34242268 4.36172784 2.61066016 1.65321251]","[ 0.62970284  2.58419618  4.5450126  -2.84228955  1.49444757  3.81430824]","[-2.40432718  7.83382248]","Convex"
